split,fold,label,file_name,audio_path
train,3,gunshot,148838-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/148838-6-0-0.wav
train,3,gunshot,148838-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/148838-6-1-0.wav
train,3,gunshot,148838-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/148838-6-2-0.wav
train,5,gunshot,148841-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/148841-6-0-0.wav
train,5,gunshot,148841-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/148841-6-1-0.wav
train,5,gunshot,148841-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/148841-6-2-0.wav
train,2,gunshot,149177-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/149177-6-0-0.wav
train,7,gunshot,151065-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/151065-6-0-0.wav
train,8,gunshot,151069-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/151069-6-0-0.wav
train,3,gunshot,151071-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/151071-6-0-0.wav
train,4,gunshot,156897-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/156897-6-0-0.wav
train,4,gunshot,157799-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/157799-6-0-0.wav
train,4,gunshot,158977-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/158977-6-0-0.wav
train,7,gunshot,158978-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/158978-6-0-0.wav
train,6,gunshot,158979-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/158979-6-0-0.wav
train,5,gunshot,159701-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-0-0.wav
train,5,gunshot,159701-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-1-0.wav
train,5,gunshot,159701-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-2-0.wav
train,5,gunshot,159701-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-3-0.wav
train,5,gunshot,159701-6-4-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-4-0.wav
train,5,gunshot,159701-6-5-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-5-0.wav
train,5,gunshot,159701-6-6-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159701-6-6-0.wav
train,6,gunshot,159702-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-0-0.wav
train,6,gunshot,159702-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-1-0.wav
train,6,gunshot,159702-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-2-0.wav
train,6,gunshot,159702-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-3-0.wav
train,6,gunshot,159702-6-4-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-4-0.wav
train,6,gunshot,159702-6-5-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-5-0.wav
train,6,gunshot,159702-6-6-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159702-6-6-0.wav
train,5,gunshot,159703-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/159703-6-0-0.wav
train,6,gunshot,159704-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/159704-6-0-0.wav
train,7,gunshot,159705-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159705-6-0-0.wav
train,8,gunshot,159706-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/159706-6-0-0.wav
train,7,gunshot,159708-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-0-0.wav
train,7,gunshot,159708-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-1-0.wav
train,7,gunshot,159708-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-2-0.wav
train,7,gunshot,159708-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-3-0.wav
train,7,gunshot,159708-6-4-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-4-0.wav
train,7,gunshot,159708-6-5-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-5-0.wav
train,7,gunshot,159708-6-6-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/159708-6-6-0.wav
train,2,gunshot,159710-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/159710-6-0-0.wav
train,3,gunshot,161195-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/161195-6-0-0.wav
train,3,gunshot,162431-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/162431-6-0-0.wav
train,3,gunshot,162431-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/162431-6-1-0.wav
train,3,gunshot,162431-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/162431-6-2-0.wav
train,3,gunshot,162431-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/162431-6-3-0.wav
train,5,gunshot,162432-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-0-0.wav
train,5,gunshot,162432-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-1-0.wav
train,5,gunshot,162432-6-10-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-10-0.wav
train,5,gunshot,162432-6-11-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-11-0.wav
train,5,gunshot,162432-6-12-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-12-0.wav
train,5,gunshot,162432-6-13-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-13-0.wav
train,5,gunshot,162432-6-14-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-14-0.wav
train,5,gunshot,162432-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-2-0.wav
train,5,gunshot,162432-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-3-0.wav
train,5,gunshot,162432-6-4-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-4-0.wav
train,5,gunshot,162432-6-5-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-5-0.wav
train,5,gunshot,162432-6-6-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-6-0.wav
train,5,gunshot,162432-6-7-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-7-0.wav
train,5,gunshot,162432-6-8-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-8-0.wav
train,5,gunshot,162432-6-9-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/162432-6-9-0.wav
train,8,gunshot,162433-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-0-0.wav
train,8,gunshot,162433-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-1-0.wav
train,8,gunshot,162433-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-2-0.wav
train,8,gunshot,162433-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-3-0.wav
train,8,gunshot,162433-6-4-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-4-0.wav
train,8,gunshot,162433-6-5-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-5-0.wav
train,8,gunshot,162433-6-6-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-6-0.wav
train,8,gunshot,162433-6-7-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-7-0.wav
train,8,gunshot,162433-6-8-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/162433-6-8-0.wav
train,6,gunshot,162434-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/162434-6-0-0.wav
train,6,gunshot,162434-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/162434-6-1-0.wav
train,6,gunshot,162434-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold6/162434-6-2-0.wav
train,4,gunshot,162435-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/162435-6-0-0.wav
train,4,gunshot,162435-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/162435-6-1-0.wav
train,4,gunshot,162435-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/162435-6-2-0.wav
train,4,gunshot,162435-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold4/162435-6-3-0.wav
train,3,gunshot,162436-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/162436-6-0-0.wav
train,2,gunshot,163460-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/163460-6-0-0.wav
train,5,gunshot,164667-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/164667-6-0-0.wav
train,7,gunshot,174284-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/174284-6-0-0.wav
train,7,gunshot,174284-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/174284-6-1-0.wav
train,7,gunshot,174284-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold7/174284-6-2-0.wav
train,8,gunshot,174285-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/174285-6-0-0.wav
train,8,gunshot,174285-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/174285-6-1-0.wav
train,8,gunshot,174285-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold8/174285-6-2-0.wav
train,1,gunshot,174290-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174290-6-0-0.wav
train,1,gunshot,174290-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174290-6-1-0.wav
train,1,gunshot,174290-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174290-6-2-0.wav
train,1,gunshot,174290-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174290-6-3-0.wav
train,2,gunshot,174293-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/174293-6-0-0.wav
train,2,gunshot,174293-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/174293-6-1-0.wav
train,2,gunshot,174293-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold2/174293-6-2-0.wav
train,1,gunshot,174294-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174294-6-0-0.wav
train,1,gunshot,174294-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174294-6-1-0.wav
train,1,gunshot,174294-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/174294-6-2-0.wav
train,3,gunshot,180960-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold3/180960-6-0-0.wav
train,5,gunshot,191449-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold5/191449-6-0-0.wav
train,1,gunshot,196400-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/196400-6-0-0.wav
train,1,gunshot,197318-6-0-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-0-0.wav
train,1,gunshot,197318-6-1-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-1-0.wav
train,1,gunshot,197318-6-10-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-10-0.wav
train,1,gunshot,197318-6-11-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-11-0.wav
train,1,gunshot,197318-6-12-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-12-0.wav
train,1,gunshot,197318-6-2-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-2-0.wav
train,1,gunshot,197318-6-3-0.wav,/Users/devin/Downloads/UrbanSound8K/audio/fold1/197318-6-3-0.wav
